date,high,low,cache,share_count,amount_in_shares,overall_result,comission,tax
2018-05-16,290.65,288.3,564694.67,0,0.0,564694.67,337.59,0
2018-05-17,293.45,289.05,564694.67,0,0.0,564694.67,337.59,0
2018-05-18,294.4,291.25,564694.67,0,0.0,564694.67,337.59,0
2018-05-21,295.95,293.2,564694.67,0,0.0,564694.67,337.59,0
2018-05-22,297.3,293.15,564694.67,0,0.0,564694.67,337.59,0
2018-05-23,297.45,289.1,564694.67,0,0.0,564694.67,337.59,0
2018-05-24,292.15,284.1,564694.67,0,0.0,564694.67,337.59,0
2018-05-25,288.8,284.95,564694.67,0,0.0,564694.67,337.59,0
2018-05-28,288.75,286.3,564694.67,0,0.0,564694.67,337.59,0
2018-05-29,287.9,281.6,564694.67,0,0.0,564694.67,337.59,0
2018-05-30,286.5,280.5,564694.67,0,0.0,564694.67,337.59,0
2018-05-31,286.85,282.4,564694.67,0,0.0,564694.67,337.59,0
2018-06-01,284.85,281.45,564694.67,0,0.0,564694.67,337.59,0
2018-06-04,286.8,283.1,564694.67,0,0.0,564694.67,337.59,0
2018-06-05,290.4,285.05,564694.67,0,0.0,564694.67,337.59,0
2018-06-06,286.9,284.0,564694.67,0,0.0,564694.67,337.59,0
2018-06-07,287.95,285.0,564694.67,0,0.0,564694.67,337.59,0
2018-06-08,286.0,282.35,564694.67,0,0.0,564694.67,337.59,0
2018-06-09,285.55,283.7,564694.67,0,0.0,564694.67,337.59,0
2018-06-11,285.55,281.6,564694.67,0,0.0,564694.67,337.59,0
2018-06-13,283.75,281.75,564694.67,0,0.0,564694.67,337.59,0
2018-06-14,284.35,281.05,564694.67,0,0.0,564694.67,337.59,0
2018-06-15,283.85,278.25,564694.67,0,0.0,564694.67,337.59,0
2018-06-18,282.3,275.2,564694.67,0,0.0,564694.67,337.59,0
2018-06-19,279.75,274.2,564694.67,0,0.0,564694.67,337.59,0
2018-06-20,281.6,276.3,564694.67,0,0.0,564694.67,337.59,0
2018-06-21,279.75,271.25,564694.67,0,0.0,564694.67,337.59,0
2018-06-22,275.05,252.0,564694.67,0,0.0,564694.67,337.59,0
2018-06-25,269.8,264.1,564694.67,0,0.0,564694.67,337.59,0
2018-06-26,267.65,261.55,564694.67,0,0.0,564694.67,337.59,0
2018-06-27,267.0,262.35,564694.67,0,0.0,564694.67,337.59,0
2018-06-28,271.4,264.15,564694.67,0,0.0,564694.67,337.59,0
2018-06-29,282.3,270.1,564694.67,0,0.0,564694.67,337.59,0
2018-07-02,285.9,279.8,564694.67,0,0.0,564694.67,337.59,0
2018-07-03,286.5,281.0,564694.67,0,0.0,564694.67,337.59,0
2018-07-04,285.0,281.45,564694.67,0,0.0,564694.67,337.59,0
2018-07-05,288.0,283.5,564694.67,0,0.0,564694.67,337.59,0
2018-07-06,277.65,268.1,564694.67,0,0.0,564694.67,337.59,0
2018-07-09,279.75,275.3,564694.67,0,0.0,564694.67,337.59,0
2018-07-10,278.65,273.65,564694.67,0,0.0,564694.67,337.59,0
2018-07-11,275.5,269.0,564694.67,0,0.0,564694.67,337.59,0
2018-07-12,272.85,269.1,564694.67,0,0.0,564694.67,337.59,0
2018-07-13,273.2,269.1,564694.67,0,0.0,564694.67,337.59,0
2018-07-16,273.7,268.1,564694.67,0,0.0,564694.67,337.59,0
2018-07-17,271.35,266.0,564694.67,0,0.0,564694.67,337.59,0
2018-07-18,271.55,268.3,564694.67,0,0.0,564694.67,337.59,0
2018-07-19,269.6,265.2,564694.67,0,0.0,564694.67,337.59,0
2018-07-20,269.55,266.15,564694.67,0,0.0,564694.67,337.59,0
2018-07-23,267.7,260.0,564694.67,0,0.0,564694.67,337.59,0
2018-07-24,264.85,260.9,564694.67,0,0.0,564694.67,337.59,0
2018-07-25,263.45,260.65,564694.67,0,0.0,564694.67,337.59,0
2018-07-26,264.35,261.3,564694.67,0,0.0,564694.67,337.59,0
2018-07-27,266.9,261.9,564694.67,0,0.0,564694.67,337.59,0
2018-07-30,264.5,257.5,564694.67,0,0.0,564694.67,337.59,0
2018-07-31,264.75,260.25,564694.67,0,0.0,564694.67,337.59,0
2018-08-01,264.4,262.0,564694.67,0,0.0,564694.67,337.59,0
2018-08-02,263.7,258.5,564694.67,0,0.0,564694.67,337.59,0
2018-08-03,261.5,258.6,564694.67,0,0.0,564694.67,337.59,0
2018-08-06,263.9,260.0,564694.67,0,0.0,564694.67,337.59,0
2018-08-07,263.65,261.2,564694.67,0,0.0,564694.67,337.59,0
2018-08-08,261.25,255.6,564694.67,0,0.0,564694.67,337.59,0
2018-08-09,257.9,245.25,564694.67,0,0.0,564694.67,337.59,0
2018-08-10,258.5,250.1,564694.67,0,0.0,564694.67,337.59,0
2018-08-13,255.0,250.5,564694.67,0,0.0,564694.67,337.59,0
2018-08-14,256.65,248.85,564694.67,0,0.0,564694.67,337.59,0
2018-08-15,252.75,246.65,564694.67,0,0.0,564694.67,337.59,0
2018-08-16,252.0,248.55,564694.67,0,0.0,564694.67,337.59,0
2018-08-17,250.5,247.5,564694.67,0,0.0,564694.67,337.59,0
2018-08-20,252.0,248.45,564694.67,0,0.0,564694.67,337.59,0
2018-08-21,253.65,248.5,564694.67,0,0.0,564694.67,337.59,0
2018-08-22,254.8,252.05,564694.67,0,0.0,564694.67,337.59,0
2018-08-23,254.95,250.45,564694.67,0,0.0,564694.67,337.59,0
2018-08-24,252.7,248.0,564694.67,0,0.0,564694.67,337.59,0
2018-08-27,255.4,250.25,564694.67,0,0.0,564694.67,337.59,0
2018-08-28,259.5,254.5,564694.67,0,0.0,564694.67,337.59,0
2018-08-29,263.3,258.05,564694.67,0,0.0,564694.67,337.59,0
2018-08-30,262.55,257.5,564694.67,0,0.0,564694.67,337.59,0
2018-08-31,263.3,257.15,564694.67,0,0.0,564694.67,337.59,0
2018-09-03,263.95,261.1,564694.67,0,0.0,564694.67,337.59,0
2018-09-04,263.95,257.05,564694.67,0,0.0,564694.67,337.59,0
2018-09-05,258.85,254.75,564694.67,0,0.0,564694.67,337.59,0
2018-09-06,259.0,255.3,564694.67,0,0.0,564694.67,337.59,0
2018-09-07,257.35,254.5,564694.67,0,0.0,564694.67,337.59,0
2018-09-10,257.75,252.5,564694.67,0,0.0,564694.67,337.59,0
2018-09-11,256.5,250.85,564694.67,0,0.0,564694.67,337.59,0
2018-09-12,259.3,252.55,564694.67,0,0.0,564694.67,337.59,0
2018-09-13,267.0,257.9,564694.67,0,0.0,564694.67,337.59,0
2018-09-14,267.5,262.55,564694.67,0,0.0,564694.67,337.59,0
2018-09-17,277.85,265.45,564694.67,0,0.0,564694.67,337.59,0
2018-09-18,279.15,272.6,564694.67,0,0.0,564694.67,337.59,0
2018-09-19,278.7,271.6,564694.67,0,0.0,564694.67,337.59,0
2018-09-20,277.5,271.3,564694.67,0,0.0,564694.67,337.59,0
2018-09-21,276.65,270.5,564694.67,0,0.0,564694.67,337.59,0
2018-09-24,276.6,274.2,564694.67,0,0.0,564694.67,337.59,0
2018-09-25,275.7,272.7,564694.67,0,0.0,564694.67,337.59,0
2018-09-26,275.1,269.6,564694.67,0,0.0,564694.67,337.59,0
2018-09-27,275.7,269.25,564694.67,0,0.0,564694.67,337.59,0
2018-09-28,273.35,270.6,564694.67,0,0.0,564694.67,337.59,0
2018-10-01,275.7,271.25,564694.67,0,0.0,564694.67,337.59,0
2018-10-02,275.5,272.35,564694.67,0,0.0,564694.67,337.59,0
2018-10-03,279.5,273.15,564694.67,0,0.0,564694.67,337.59,0
2018-10-04,278.45,274.45,564694.67,0,0.0,564694.67,337.59,0
2018-10-05,277.2,272.5,564694.67,0,0.0,564694.67,337.59,0
2018-10-08,274.8,269.85,564694.67,0,0.0,564694.67,337.59,0
2018-10-09,271.6,264.0,564694.67,0,0.0,564694.67,337.59,0
2018-10-10,265.55,261.5,564694.67,0,0.0,564694.67,337.59,0
2018-10-11,264.35,259.0,564694.67,0,0.0,564694.67,337.59,0
2018-10-12,267.0,261.8,564694.67,0,0.0,564694.67,337.59,0
2018-10-15,270.5,263.15,564694.67,0,0.0,564694.67,337.59,0
2018-10-16,274.0,265.55,564694.67,0,0.0,564694.67,337.59,0
2018-10-17,273.8,270.25,564694.67,0,0.0,564694.67,337.59,0
2018-10-18,274.4,267.25,564694.67,0,0.0,564694.67,337.59,0
2018-10-19,273.55,268.45,564694.67,0,0.0,564694.67,337.59,0
2018-10-22,272.1,263.0,564694.67,0,0.0,564694.67,337.59,0
2018-10-23,264.55,258.55,564694.67,0,0.0,564694.67,337.59,0
2018-10-24,267.4,262.0,564694.67,0,0.0,564694.67,337.59,0
2018-10-25,262.95,257.55,564694.67,0,0.0,564694.67,337.59,0
2018-10-26,260.15,255.1,564694.67,0,0.0,564694.67,337.59,0
2018-10-29,259.55,255.55,564694.67,0,0.0,564694.67,337.59,0
2018-10-30,258.95,255.55,564694.67,0,0.0,564694.67,337.59,0
2018-10-31,260.45,256.5,564694.67,0,0.0,564694.67,337.59,0
2018-11-01,258.45,253.45,564694.67,0,0.0,564694.67,337.59,0
2018-11-02,265.25,257.7,564694.67,0,0.0,564694.67,337.59,0
2018-11-06,267.5,263.65,564694.67,0,0.0,564694.67,337.59,0
2018-11-07,270.95,262.05,564694.67,0,0.0,564694.67,337.59,0
2018-11-08,275.7,268.45,564694.67,0,0.0,564694.67,337.59,0
2018-11-09,272.9,265.85,564694.67,0,0.0,564694.67,337.59,0
2018-11-12,271.0,264.5,564694.67,0,0.0,564694.67,337.59,0
2018-11-13,269.5,264.9,564694.67,0,0.0,564694.67,337.59,0
2018-11-14,269.45,265.1,564694.67,0,0.0,564694.67,337.59,0
2018-11-15,274.55,267.0,564694.67,0,0.0,564694.67,337.59,0
2018-11-16,272.35,266.55,564694.67,0,0.0,564694.67,337.59,0
2018-11-19,270.0,263.6,564694.67,0,0.0,564694.67,337.59,0
2018-11-20,265.95,248.4,564694.67,0,0.0,564694.67,337.59,0
2018-11-21,257.4,250.0,564694.67,0,0.0,564694.67,337.59,0
2018-11-22,255.0,252.3,564694.67,0,0.0,564694.67,337.59,0
2018-11-23,253.7,248.1,564694.67,0,0.0,564694.67,337.59,0
2018-11-26,251.8,245.05,564694.67,0,0.0,564694.67,337.59,0
2018-11-27,250.85,247.1,564694.67,0,0.0,564694.67,337.59,0
2018-11-28,250.85,247.25,564694.67,0,0.0,564694.67,337.59,0
2018-11-29,254.3,248.2,564694.67,0,0.0,564694.67,337.59,0
2018-11-30,253.75,247.35,564694.67,0,0.0,564694.67,337.59,0
2018-12-03,252.9,247.8,564694.67,0,0.0,564694.67,337.59,0
2018-12-04,249.8,248.0,564694.67,0,0.0,564694.67,337.59,0
2018-12-05,249.0,245.4,564694.67,0,0.0,564694.67,337.59,0
2018-12-06,248.05,242.0,564694.67,0,0.0,564694.67,337.59,0
2018-12-07,244.3,234.25,564694.67,0,0.0,564694.67,337.59,0
2018-12-10,238.2,229.5,564694.67,0,0.0,564694.67,337.59,0
2018-12-11,231.7,223.55,564694.67,0,0.0,564694.67,337.59,0
2018-12-12,233.85,222.4,564694.67,0,0.0,564694.67,337.59,0
2018-12-13,236.4,228.75,564694.67,0,0.0,564694.67,337.59,0
2018-12-14,235.65,229.1,564694.67,0,0.0,564694.67,337.59,0
2018-12-17,235.4,231.75,564694.67,0,0.0,564694.67,337.59,0
2018-12-18,238.75,230.6,564694.67,0,0.0,564694.67,337.59,0
2018-12-19,240.95,234.2,564694.67,0,0.0,564694.67,337.59,0
2018-12-20,244.2,237.15,564694.67,0,0.0,564694.67,337.59,0
2018-12-21,244.75,239.75,564694.67,0,0.0,564694.67,337.59,0
2018-12-24,244.3,233.5,564694.67,0,0.0,564694.67,337.59,0
2018-12-25,233.3,226.4,564694.67,0,0.0,564694.67,337.59,0
2018-12-26,235.35,231.8,564694.67,0,0.0,564694.67,337.59,0
2018-12-27,237.0,231.85,564694.67,0,0.0,564694.67,337.59,0
2018-12-28,237.85,233.3,564694.67,0,0.0,564694.67,337.59,0
2018-12-29,238.75,235.5,564694.67,0,0.0,564694.67,337.59,0
2019-01-03,241.5,237.0,564694.67,0,0.0,564694.67,337.59,0
2019-01-04,248.6,239.55,564694.67,0,0.0,564694.67,337.59,0
2019-01-08,253.0,247.7,564694.67,0,0.0,564694.67,337.59,0
2019-01-09,253.35,249.1,564694.67,0,0.0,564694.67,337.59,0
2019-01-10,256.0,249.15,564694.67,0,0.0,564694.67,337.59,0
2019-01-11,255.4,251.8,564694.67,0,0.0,564694.67,337.59,0
2019-01-14,253.65,251.05,564694.67,0,0.0,564694.67,337.59,0
2019-01-15,254.75,251.55,564694.67,0,0.0,564694.67,337.59,0
2019-01-16,255.2,251.5,564694.67,0,0.0,564694.67,337.59,0
2019-01-17,256.3,253.95,564694.67,0,0.0,564694.67,337.59,0
2019-01-18,257.9,255.15,564694.67,0,0.0,564694.67,337.59,0
2019-01-21,260.0,256.75,564694.67,0,0.0,564694.67,337.59,0
2019-01-22,259.5,244.7,564694.67,0,0.0,564694.67,337.59,0
2019-01-23,264.6,257.7,564694.67,0,0.0,564694.67,337.59,0
2019-01-24,266.3,262.2,564694.67,0,0.0,564694.67,337.59,0
2019-01-25,264.75,260.05,564694.67,0,0.0,564694.67,337.59,0
2019-01-28,262.5,255.45,564694.67,0,0.0,564694.67,337.59,0
2019-01-29,261.85,256.35,564694.67,0,0.0,564694.67,337.59,0
2019-01-30,262.3,258.45,564694.67,0,0.0,564694.67,337.59,0
2019-01-31,263.7,260.0,564694.67,0,0.0,564694.67,337.59,0
2019-02-01,265.0,260.65,564694.67,0,0.0,564694.67,337.59,0
2019-02-04,264.7,261.8,564694.67,0,0.0,564694.67,337.59,0
2019-02-05,267.0,262.65,564694.67,0,0.0,564694.67,337.59,0
2019-02-06,265.95,261.9,564694.67,0,0.0,564694.67,337.59,0
2019-02-07,262.95,259.65,564694.67,0,0.0,564694.67,337.59,0
2019-02-08,262.85,247.5,564694.67,0,0.0,564694.67,337.59,0
2019-02-11,253.35,249.0,564694.67,0,0.0,564694.67,337.59,0
2019-02-12,258.25,251.35,564694.67,0,0.0,564694.67,337.59,0
2019-02-13,256.75,251.2,564694.67,0,0.0,564694.67,337.59,0
2019-02-14,257.4,251.7,564694.67,0,0.0,564694.67,337.59,0
2019-02-15,262.8,255.65,564694.67,0,0.0,564694.67,337.59,0
2019-02-18,261.0,253.05,564694.67,0,0.0,564694.67,337.59,0
2019-02-19,255.45,250.5,564694.67,0,0.0,564694.67,337.59,0
2019-02-20,254.6,250.2,564694.67,0,0.0,564694.67,337.59,0
2019-02-21,252.8,245.85,564694.67,0,0.0,564694.67,337.59,0
2019-02-22,251.45,247.3,564694.67,0,0.0,564694.67,337.59,0
2019-02-25,251.7,249.3,564694.67,0,0.0,564694.67,337.59,0
2019-02-26,253.35,248.75,564694.67,0,0.0,564694.67,337.59,0
2019-02-27,253.3,250.75,564694.67,0,0.0,564694.67,337.59,0
2019-02-28,253.8,250.6,564694.67,0,0.0,564694.67,337.59,0
2019-03-01,255.4,252.45,564694.67,0,0.0,564694.67,337.59,0
2019-03-04,256.15,252.75,564694.67,0,0.0,564694.67,337.59,0
2019-03-05,256.65,253.8,564694.67,0,0.0,564694.67,337.59,0
2019-03-06,258.8,256.1,564694.67,0,0.0,564694.67,337.59,0
2019-03-07,256.0,250.5,564694.67,0,0.0,564694.67,337.59,0
2019-03-11,256.9,252.6,564694.67,0,0.0,564694.67,337.59,0
2019-03-12,258.85,256.25,564694.67,0,0.0,564694.67,337.59,0
2019-03-13,260.4,257.1,564694.67,0,0.0,564694.67,337.59,0
2019-03-14,261.65,257.15,564694.67,0,0.0,564694.67,337.59,0
2019-03-15,261.6,259.65,564694.67,0,0.0,564694.67,337.59,0
2019-03-18,264.4,258.6,564694.67,0,0.0,564694.67,337.59,0
2019-03-19,266.5,260.35,564694.67,0,0.0,564694.67,337.59,0
2019-03-20,264.6,257.25,564694.67,0,0.0,564694.67,337.59,0
2019-03-21,272.1,256.65,564694.67,0,0.0,564694.67,337.59,0
2019-03-22,269.25,264.2,564694.67,0,0.0,564694.67,337.59,0
2019-03-25,266.7,260.7,564694.67,0,0.0,564694.67,337.59,0
2019-03-26,265.95,261.15,564694.67,0,0.0,564694.67,337.59,0
2019-03-27,264.2,257.05,564694.67,0,0.0,564694.67,337.59,0
2019-03-28,258.85,255.1,564694.67,0,0.0,564694.67,337.59,0
2019-03-29,257.3,251.5,564694.67,0,0.0,564694.67,337.59,0
2019-04-01,254.85,252.15,564694.67,0,0.0,564694.67,337.59,0
2019-04-02,258.8,254.8,564694.67,0,0.0,564694.67,337.59,0
2019-04-03,260.95,257.5,564694.67,0,0.0,564694.67,337.59,0
2019-04-04,262.55,258.55,564694.67,0,0.0,564694.67,337.59,0
2019-04-05,265.25,262.1,564694.67,0,0.0,564694.67,337.59,0
2019-04-08,265.0,260.0,564694.67,0,0.0,564694.67,337.59,0
2019-04-09,263.8,260.9,564694.67,0,0.0,564694.67,337.59,0
2019-04-10,262.0,258.25,564694.67,0,0.0,564694.67,337.59,0
2019-04-11,262.95,258.8,564694.67,0,0.0,564694.67,337.59,0
2019-04-12,263.9,258.7,564694.67,0,0.0,564694.67,337.59,0
2019-04-15,263.25,259.3,564694.67,0,0.0,564694.67,337.59,0
2019-04-16,262.05,255.8,564694.67,0,0.0,564694.67,337.59,0
2019-04-17,259.6,256.85,564694.67,0,0.0,564694.67,337.59,0
2019-04-18,259.8,256.5,564694.67,0,0.0,564694.67,337.59,0
2019-04-19,260.25,258.85,564694.67,0,0.0,564694.67,337.59,0
2019-04-22,261.9,259.3,564694.67,0,0.0,564694.67,337.59,0
2019-04-23,261.65,259.5,564694.67,0,0.0,564694.67,337.59,0
2019-04-24,261.0,258.3,564694.67,0,0.0,564694.67,337.59,0
2019-04-25,259.5,254.1,564694.67,0,0.0,564694.67,337.59,0
2019-04-26,257.4,254.5,564694.67,0,0.0,564694.67,337.59,0
2019-04-29,258.5,255.15,564694.67,0,0.0,564694.67,337.59,0
2019-04-30,256.3,254.35,564694.67,0,0.0,564694.67,337.59,0
2019-05-02,262.5,255.0,564694.67,0,0.0,564694.67,337.59,0
2019-05-03,263.35,261.2,564694.67,0,0.0,564694.67,337.59,0
2019-05-06,262.25,259.8,564694.67,0,0.0,564694.67,337.59,0
2019-05-07,263.35,258.5,564694.67,0,0.0,564694.67,337.59,0
2019-05-08,260.8,257.0,564694.67,0,0.0,564694.67,337.59,0
2019-05-10,259.7,254.5,564694.67,0,0.0,564694.67,337.59,0
2019-05-13,257.85,254.25,564694.67,0,0.0,564694.67,337.59,0
2019-05-14,257.3,253.7,564694.67,0,0.0,564694.67,337.59,0
2019-05-15,256.3,253.2,564694.67,0,0.0,564694.67,337.59,0
2019-05-16,256.5,253.85,564694.67,0,0.0,564694.67,337.59,0
2019-05-17,254.15,251.2,564694.67,0,0.0,564694.67,337.59,0
2019-05-20,254.9,251.3,564694.67,0,0.0,564694.67,337.59,0
2019-05-21,254.2,251.75,564694.67,0,0.0,564694.67,337.59,0
2019-05-22,254.5,251.9,564694.67,0,0.0,564694.67,337.59,0
2019-05-23,258.95,253.4,564694.67,0,0.0,564694.67,337.59,0
2019-05-24,261.95,256.2,564694.67,0,0.0,564694.67,337.59,0
2019-05-27,258.4,256.4,564694.67,0,0.0,564694.67,337.59,0
2019-05-28,259.35,255.05,564694.67,0,0.0,564694.67,337.59,0
2019-05-29,257.55,253.5,564694.67,0,0.0,564694.67,337.59,0
2019-05-30,258.3,255.75,564694.67,0,0.0,564694.67,337.59,0
2019-05-31,257.85,254.55,564694.67,0,0.0,564694.67,337.59,0
2019-06-03,258.8,254.45,564694.67,0,0.0,564694.67,337.59,0
2019-06-04,261.35,258.15,564694.67,0,0.0,564694.67,337.59,0
2019-06-05,261.35,258.2,564694.67,0,0.0,564694.67,337.59,0
2019-06-06,263.2,259.8,564694.67,0,0.0,564694.67,337.59,0
2019-06-07,264.0,261.8,564694.67,0,0.0,564694.67,337.59,0
2019-06-10,265.35,262.15,564694.67,0,0.0,564694.67,337.59,0
2019-06-11,272.7,264.1,564694.67,0,0.0,564694.67,337.59,0
2019-06-13,271.85,268.15,564694.67,0,0.0,564694.67,337.59,0
2019-06-14,271.7,269.0,564694.67,0,0.0,564694.67,337.59,0
2019-06-17,274.0,269.05,564694.67,0,0.0,564694.67,337.59,0
2019-06-18,274.4,268.75,564694.67,0,0.0,564694.67,337.59,0
2019-06-19,277.85,273.75,564694.67,0,0.0,564694.67,337.59,0
2019-06-20,279.85,276.7,564694.67,0,0.0,564694.67,337.59,0
2019-06-21,278.3,274.15,564694.67,0,0.0,564694.67,337.59,0
2019-06-24,279.95,277.8,564694.67,0,0.0,564694.67,337.59,0
2019-06-25,281.5,278.05,564694.67,0,0.0,564694.67,337.59,0
2019-06-26,287.05,279.9,564694.67,0,0.0,564694.67,337.59,0
2019-06-27,287.75,284.5,564694.67,0,0.0,564694.67,337.59,0
2019-06-28,288.8,284.35,564694.67,0,0.0,564694.67,337.59,0
2019-07-01,289.7,284.8,564694.67,0,0.0,564694.67,337.59,0
2019-07-02,288.35,280.5,564694.67,0,0.0,564694.67,337.59,0
2019-07-03,285.2,280.95,564694.67,0,0.0,564694.67,337.59,0
2019-07-04,285.0,281.85,564694.67,0,0.0,564694.67,337.59,0
2019-07-05,285.5,282.15,564694.67,0,0.0,564694.67,337.59,0
2019-07-08,270.3,267.05,564694.67,0,0.0,564694.67,337.59,0
2019-07-09,271.9,267.25,564694.67,0,0.0,564694.67,337.59,0
2019-07-10,271.8,267.85,564694.67,0,0.0,564694.67,337.59,0
2019-07-11,270.5,266.5,564694.67,0,0.0,564694.67,337.59,0
2019-07-12,268.9,265.0,564694.67,0,0.0,564694.67,337.59,0
2019-07-15,269.95,266.4,564694.67,0,0.0,564694.67,337.59,0
2019-07-16,268.7,266.55,564694.67,0,0.0,564694.67,337.59,0
2019-07-17,268.25,264.0,564694.67,0,0.0,564694.67,337.59,0
2019-07-18,265.45,261.05,564694.67,0,0.0,564694.67,337.59,0
2019-07-19,265.55,261.3,564694.67,0,0.0,564694.67,337.59,0
2019-07-22,264.1,261.0,564694.67,0,0.0,564694.67,337.59,0
2019-07-23,265.45,262.0,564694.67,0,0.0,564694.67,337.59,0
2019-07-24,267.05,264.0,564694.67,0,0.0,564694.67,337.59,0
2019-07-25,267.85,262.6,564694.67,0,0.0,564694.67,337.59,0
2019-07-26,266.0,262.85,564694.67,0,0.0,564694.67,337.59,0
2019-07-29,267.9,264.3,564694.67,0,0.0,564694.67,337.59,0
2019-07-30,269.5,264.35,564694.67,0,0.0,564694.67,337.59,0
2019-07-31,268.45,264.7,564694.67,0,0.0,564694.67,337.59,0
2019-08-01,265.75,262.9,564694.67,0,0.0,564694.67,337.59,0
2019-08-02,265.45,260.2,564694.67,0,0.0,564694.67,337.59,0
2019-08-05,262.7,257.0,564694.67,0,0.0,564694.67,337.59,0
2019-08-06,261.75,257.95,564694.67,0,0.0,564694.67,337.59,0
2019-08-07,260.75,258.3,564694.67,0,0.0,564694.67,337.59,0
2019-08-08,262.3,258.95,564694.67,0,0.0,564694.67,337.59,0
2019-08-09,260.4,258.4,564694.67,0,0.0,564694.67,337.59,0
2019-08-12,260.8,258.3,564694.67,0,0.0,564694.67,337.59,0
2019-08-13,260.35,257.7,564694.67,0,0.0,564694.67,337.59,0
2019-08-14,259.2,255.65,564694.67,0,0.0,564694.67,337.59,0
2019-08-15,258.6,255.3,564694.67,0,0.0,564694.67,337.59,0
2019-08-16,256.8,252.0,564694.67,0,0.0,564694.67,337.59,0
2019-08-19,257.15,253.8,564694.67,0,0.0,564694.67,337.59,0
2019-08-20,258.45,252.1,564694.67,0,0.0,564694.67,337.59,0
2019-08-21,256.5,254.2,564694.67,0,0.0,564694.67,337.59,0
2019-08-22,257.5,253.95,564694.67,0,0.0,564694.67,337.59,0
2019-08-23,257.8,255.05,564694.67,0,0.0,564694.67,337.59,0
2019-08-26,262.5,254.7,564694.67,0,0.0,564694.67,337.59,0
2019-08-27,267.4,260.85,564694.67,0,0.0,564694.67,337.59,0
2019-08-28,265.3,261.3,564694.67,0,0.0,564694.67,337.59,0
2019-08-29,266.5,263.65,564694.67,0,0.0,564694.67,337.59,0
2019-08-30,267.1,264.55,564694.67,0,0.0,564694.67,337.59,0
2019-09-02,268.55,264.75,564694.67,0,0.0,564694.67,337.59,0
2019-09-03,267.2,265.1,564694.67,0,0.0,564694.67,337.59,0
2019-09-04,273.45,267.1,564694.67,0,0.0,564694.67,337.59,0
2019-09-05,276.6,272.75,564694.67,0,0.0,564694.67,337.59,0
2019-09-06,275.25,271.5,564694.67,0,0.0,564694.67,337.59,0
2019-09-09,274.3,270.2,564694.67,0,0.0,564694.67,337.59,0
2019-09-10,272.55,267.6,564694.67,0,0.0,564694.67,337.59,0
2019-09-11,272.9,267.65,564694.67,0,0.0,564694.67,337.59,0
2019-09-12,271.45,267.0,564694.67,0,0.0,564694.67,337.59,0
2019-09-13,270.1,266.45,564694.67,0,0.0,564694.67,337.59,0
2019-09-16,269.9,265.65,564694.67,0,0.0,564694.67,337.59,0
2019-09-17,270.75,267.8,564694.67,0,0.0,564694.67,337.59,0
2019-09-18,272.3,269.5,564694.67,0,0.0,564694.67,337.59,0
2019-09-19,273.05,269.35,564694.67,0,0.0,564694.67,337.59,0
2019-09-20,273.05,268.35,564694.67,0,0.0,564694.67,337.59,0
2019-09-23,272.35,268.35,564694.67,0,0.0,564694.67,337.59,0
2019-09-24,270.5,265.8,564694.67,0,0.0,564694.67,337.59,0
2019-09-25,267.7,262.9,564694.67,0,0.0,564694.67,337.59,0
2019-09-26,267.0,265.3,564694.67,0,0.0,564694.67,337.59,0
2019-09-27,266.95,264.45,564694.67,0,0.0,564694.67,337.59,0
2019-09-30,268.8,264.55,564694.67,0,0.0,564694.67,337.59,0
2019-10-01,266.8,263.4,564694.67,0,0.0,564694.67,337.59,0
2019-10-02,265.2,262.1,564694.67,0,0.0,564694.67,337.59,0
2019-10-03,263.25,260.8,564694.67,0,0.0,564694.67,337.59,0
2019-10-04,264.0,261.75,564694.67,0,0.0,564694.67,337.59,0
2019-10-07,266.1,262.55,564694.67,0,0.0,564694.67,337.59,0
2019-10-08,265.45,260.55,564694.67,0,0.0,564694.67,337.59,0
2019-10-09,270.85,261.0,564694.67,0,0.0,564694.67,337.59,0
2019-10-10,272.75,268.65,564694.67,0,0.0,564694.67,337.59,0
2019-10-11,268.6,265.1,564694.67,0,0.0,564694.67,337.59,0
2019-10-14,268.75,265.0,564694.67,0,0.0,564694.67,337.59,0
2019-10-15,268.3,263.45,564694.67,0,0.0,564694.67,337.59,0
2019-10-16,268.25,267.0,564694.67,0,0.0,564694.67,337.59,0
2019-10-17,267.8,264.15,564694.67,0,0.0,564694.67,337.59,0
2019-10-18,269.5,264.9,564694.67,0,0.0,564694.67,337.59,0
2019-10-21,269.5,266.0,564694.67,0,0.0,564694.67,337.59,0
2019-10-22,271.25,266.65,564694.67,0,0.0,564694.67,337.59,0
2019-10-23,271.15,267.75,564694.67,0,0.0,564694.67,337.59,0
2019-10-24,281.35,270.35,564694.67,0,0.0,564694.67,337.59,0
2019-10-25,280.0,273.3,564694.67,0,0.0,564694.67,337.59,0
2019-10-28,286.6,277.9,564694.67,0,0.0,564694.67,337.59,0
2019-10-29,287.3,283.25,564694.67,0,0.0,564694.67,337.59,0
2019-10-30,288.9,284.9,564694.67,0,0.0,564694.67,337.59,0
2019-10-31,289.25,283.6,564694.67,0,0.0,564694.67,337.59,0
2019-11-01,287.85,284.9,564694.67,0,0.0,564694.67,337.59,0
2019-11-05,290.6,286.8,564694.67,0,0.0,564694.67,337.59,0
2019-11-06,291.9,287.75,564694.67,0,0.0,564694.67,337.59,0
